TID,IOPS,SeqRatio,AvgStride,UniqRatio
4248,352183.4,0.99,2.5,1.00
4248,355150.1,0.99,2.5,1.00
4248,351361.7,0.99,2.5,1.00
4248,395418.1,0.99,2.5,1.00
4248,389444.8,0.99,2.5,1.00
4248,379876.1,0.99,2.5,1.00
4248,418644.1,0.99,2.5,1.00
4248,424513.0,0.99,2.5,1.00
4248,410713.2,0.99,2.5,1.00
4248,370921.0,0.99,2.5,1.00
4248,378638.8,0.99,2.5,1.00
4248,402413.2,0.99,2.5,1.00
4248,429034.9,0.99,2.5,1.00
4248,779328.4,0.99,2.5,1.00
4248,771772.4,0.99,2.5,1.00
4248,846269.8,0.99,2.5,1.00
4248,762558.4,0.99,2.5,1.00
4248,883288.6,0.99,2.5,1.00
4248,754850.5,0.99,2.5,1.00
4248,878119.8,0.99,2.5,1.00
4248,715715.5,0.99,2.5,1.00
4248,678264.3,0.99,2.5,1.00
4248,678041.6,0.99,2.5,1.00
4248,675732.8,0.99,2.5,1.00
4248,750649.5,0.99,2.5,1.00
4248,826868.1,0.99,2.5,1.00
4248,818299.2,0.99,2.5,1.00
4248,804581.1,0.99,2.5,1.00
4248,858749.2,0.99,2.5,1.00
4248,860469.5,0.99,2.5,1.00
4248,854603.8,0.99,2.5,1.00
4248,874633.6,0.99,2.5,1.00
4248,882442.2,0.99,2.5,1.00
4248,865203.9,0.99,2.5,1.00
4248,738382.1,0.99,2.5,1.00
4248,832932.1,0.99,2.5,1.00
4248,836131.3,0.99,2.5,1.00
4248,857420.4,0.99,2.5,1.00
4248,859366.1,0.99,2.5,1.00
4248,857983.6,0.99,2.5,1.00
4248,831098.6,0.99,2.5,1.00
4248,850617.0,0.99,2.5,1.00
4248,870168.2,0.99,2.5,1.00
4248,865654.5,0.99,2.5,1.00
4248,868232.2,0.99,2.5,1.00
4248,862905.8,0.99,2.5,1.00
4248,869541.6,0.99,2.5,1.00
4248,820228.9,0.99,2.5,1.00
4248,868338.2,0.99,2.5,1.00
4248,869104.7,0.99,2.5,1.00
4248,744718.6,0.99,2.5,1.00
4248,869370.3,0.99,2.5,1.00
4248,826083.6,0.99,2.5,1.00
4248,843170.3,0.99,2.5,1.00
4248,867232.2,0.99,2.5,1.00
4248,860706.8,0.99,2.5,1.00
4248,869973.1,0.99,2.5,1.00
4248,809527.1,0.99,2.5,1.00
4248,869689.2,0.99,2.5,1.00
4248,876922.6,0.99,2.5,1.00
4248,840628.6,0.99,2.5,1.00
4248,873034.8,0.99,2.5,1.00
4248,878951.9,0.99,2.5,1.00
4248,870292.4,0.99,2.5,1.00
4248,876784.4,0.99,2.5,1.00
4248,855386.2,0.99,2.5,1.00
4248,869199.1,0.99,2.5,1.00
4248,807912.5,0.99,2.5,1.00
4248,872600.4,0.99,2.5,1.00
4248,867826.1,0.99,2.5,1.00
4248,874448.3,0.99,2.5,1.00
4248,879392.7,0.99,2.5,1.00
4248,870333.9,0.99,2.5,1.00
4248,829450.7,0.99,2.5,1.00
4248,864467.7,0.99,2.5,1.00
4248,799001.2,0.99,2.5,1.00
4248,858415.1,0.99,2.5,1.00
4248,776430.5,0.99,2.5,1.00
4248,859926.1,0.99,2.5,1.00
4248,879030.3,0.99,2.5,1.00
4248,821249.9,0.99,2.5,1.00
4248,862946.6,0.99,2.5,1.00
4248,754641.3,0.99,2.5,1.00
4248,895405.5,0.99,2.5,1.00
4248,883148.4,0.99,2.5,1.00
4248,905527.9,0.99,2.5,1.00
4248,827327.7,0.99,2.5,1.00
4248,885923.5,0.99,2.5,1.00
4248,888025.5,0.99,2.5,1.00
4248,894273.2,0.99,2.5,1.00
4248,851177.0,0.99,2.5,1.00
4248,813685.2,0.99,2.5,1.00
4248,937777.1,0.99,2.5,1.00
4248,876310.2,0.99,2.5,1.00
4248,881888.9,0.99,2.5,1.00
4248,754761.5,0.99,2.5,1.00
4248,756157.1,0.99,2.5,1.00
4248,864362.6,0.99,2.5,1.00
4248,729972.8,0.99,2.5,1.00
4248,867908.4,0.99,2.5,1.00
4248,893786.1,0.99,2.5,1.00
4248,900691.8,0.99,2.5,1.00
4248,890279.9,0.99,2.5,1.00
4248,855569.2,0.99,2.5,1.00
4248,893992.1,0.99,2.5,1.00
4248,888568.0,0.99,2.5,1.00
4248,846773.7,0.99,2.5,1.00
4248,858328.8,0.99,2.5,1.00
4248,894329.4,0.99,2.5,1.00
4248,888247.4,0.99,2.5,1.00
4248,889741.6,0.99,2.5,1.00
4248,910584.8,0.99,2.5,1.00
4248,855717.9,0.99,2.5,1.00
4248,709790.1,0.99,2.5,1.00
4248,739824.6,0.99,2.5,1.00
4248,842742.9,0.99,2.5,1.00
4248,876670.3,0.99,2.5,1.00
4248,890273.8,0.99,2.5,1.00
4248,883209.4,0.99,2.5,1.00
4248,847306.2,0.99,2.5,1.00
4248,847642.8,0.99,2.5,1.00
4248,855712.2,0.99,2.5,1.00
4248,881451.6,0.99,2.5,1.00
4248,815629.5,0.99,2.5,1.00
4248,891228.4,0.99,2.5,1.00
4248,862516.2,0.99,2.5,1.00
4248,879465.2,0.99,2.5,1.00
4248,873326.7,0.99,2.5,1.00
4248,881051.2,0.99,2.5,1.00
4248,860059.0,0.99,2.5,1.00
4248,747484.6,0.99,2.5,1.00
4248,861697.6,0.99,2.5,1.00
4248,892944.3,0.99,2.5,1.00
4248,878216.1,0.99,2.5,1.00
4248,841944.6,0.99,2.5,1.00
4248,880414.9,0.99,2.5,1.00
4248,854974.9,0.99,2.5,1.00
4248,891005.1,0.99,2.5,1.00
4248,891594.6,0.99,2.5,1.00
4248,802512.9,0.99,2.5,1.00
4248,880966.3,0.99,2.5,1.00
4248,891731.3,0.99,2.5,1.00
4248,859573.8,0.99,2.5,1.00
4248,883441.0,0.99,2.5,1.00
4248,884919.0,0.99,2.5,1.00
4248,847070.6,0.99,2.5,1.00
4248,744506.4,0.99,2.5,1.00
4248,880239.3,0.99,2.5,1.00
4248,885954.2,0.99,2.5,1.00
4248,844795.2,0.99,2.5,1.00
4248,888099.5,0.99,2.5,1.00
4248,862737.2,0.99,2.5,1.00
4248,869878.4,0.99,2.5,1.00
4248,883562.9,0.99,2.5,1.00
4248,877337.3,0.99,2.5,1.00
4248,788085.2,0.99,2.5,1.00
4248,880990.6,0.99,2.5,1.00
4248,876682.3,0.99,2.5,1.00
4248,878957.9,0.99,2.5,1.00
4248,839873.0,0.99,2.5,1.00
4248,894042.0,0.99,2.5,1.00
4248,884442.1,0.99,2.5,1.00
4248,741762.4,0.99,2.5,1.00
4248,855083.4,0.99,2.5,1.00
4248,892234.8,0.99,2.5,1.00
4248,873672.4,0.99,2.5,1.00
4248,879876.2,0.99,2.5,1.00
4248,887391.4,0.99,2.5,1.00
4248,890645.4,0.99,2.5,1.00
4248,880239.3,0.99,2.5,1.00
4248,874179.6,0.99,2.5,1.00
4248,846264.2,0.99,2.5,1.00
4248,847009.0,0.99,2.5,1.00
4248,858777.9,0.99,2.5,1.00
4248,861610.5,0.99,2.5,1.00
4248,864806.4,0.99,2.5,1.00
4248,867743.7,0.99,2.5,1.00
4248,866252.1,0.99,2.5,1.00
4248,744523.6,0.99,2.5,1.00
4248,819572.4,0.99,2.5,1.00
4248,847025.8,0.99,2.5,1.00
4248,884747.8,0.99,2.5,1.00
4248,879628.4,0.99,2.5,1.00
4248,854016.6,0.99,2.5,1.00
4248,890980.2,0.99,2.5,1.00
4248,890676.4,0.99,2.5,1.00
4248,890540.1,0.99,2.5,1.00
4248,840750.1,0.99,2.5,1.00
4248,913639.7,0.99,2.5,1.00
4248,898800.7,0.99,2.5,1.00
4248,892819.8,0.99,2.5,1.00
4248,884546.0,0.99,2.5,1.00
4248,862818.6,0.99,2.5,1.00
4248,887422.2,0.99,2.5,1.00
4248,748188.0,0.99,2.5,1.00
4248,876142.2,0.99,2.5,1.00
4248,853378.9,0.99,2.5,1.00
4248,860001.2,0.99,2.5,1.00
4248,874520.1,0.99,2.5,1.00
4248,810768.0,0.99,2.5,1.00
4248,850385.4,0.99,2.5,1.00
4248,871863.3,0.99,2.5,1.00
4248,863872.6,0.99,2.5,1.00
4248,856594.1,0.99,2.5,1.00
4248,879296.0,0.99,2.5,1.00
4248,849262.5,0.99,2.5,1.00
4248,880118.3,0.99,2.5,1.00
4248,855843.8,0.99,2.5,1.00
4248,891662.9,0.99,2.5,1.00
4248,847766.4,0.99,2.5,1.00
4248,744138.4,0.99,2.5,1.00
4248,883910.8,0.99,2.5,1.00
4248,843442.6,0.99,2.5,1.00
4248,842083.1,0.99,2.5,1.00
4248,853874.1,0.99,2.5,1.00
4248,842238.2,0.99,2.5,1.00
4248,868456.0,0.99,2.5,1.00
4248,871762.4,0.99,2.5,1.00
4248,799900.1,0.99,2.5,1.00
4248,821450.1,0.99,2.5,1.00
4248,864835.6,0.99,2.5,1.00
4248,845079.7,0.99,2.5,1.00
4248,908671.4,0.99,2.5,1.00
4248,813493.9,0.99,2.5,1.00
4248,930131.2,0.99,2.5,1.00
4248,839950.1,0.99,2.5,1.00
4248,756796.4,0.99,2.5,1.00
4248,903903.8,0.99,2.5,1.00
4248,930516.6,0.99,2.5,1.00
4248,894685.7,0.99,2.5,1.00
4248,906862.4,0.99,2.5,1.00
4248,929078.0,0.99,2.5,1.00
4248,877421.4,0.99,2.5,1.00
4248,939208.2,0.99,2.5,1.00
4248,860272.9,0.99,2.5,1.00
4248,957854.4,0.99,2.5,1.00
4248,927139.8,0.99,2.5,1.00
4248,934027.0,0.99,2.5,1.00
4248,889018.5,0.99,2.5,1.00
4248,918477.9,0.99,2.5,1.00
4248,869334.9,0.99,2.5,1.00
4248,899887.5,0.99,2.5,1.00
4248,874830.8,0.99,2.5,1.00
4248,826713.2,0.99,2.5,1.00
4248,863890.1,0.99,2.5,1.00
4248,894992.2,0.99,2.5,1.00
4248,880221.1,0.99,2.5,1.00
4248,872255.5,0.99,2.5,1.00
4248,919289.2,0.99,2.5,1.00
4248,866633.2,0.99,2.5,1.00
4248,958485.6,0.99,2.5,1.00
4248,858997.0,0.99,2.5,1.00
4248,952019.7,0.99,2.5,1.00
4248,868851.0,0.99,2.5,1.00
4248,899173.2,0.99,2.5,1.00
4248,863289.9,0.99,2.5,1.00
4248,916846.3,0.99,2.5,1.00
4248,810963.2,0.99,2.5,1.00
4248,932516.4,0.99,2.5,1.00
4248,843692.8,0.99,2.5,1.00
4248,922901.7,0.99,2.5,1.00
4248,878692.4,0.99,2.5,1.00
4248,939677.1,0.99,2.5,1.00
4248,875884.4,0.99,2.5,1.00
4248,916203.2,0.99,2.5,1.00
4248,878957.9,0.99,2.5,1.00
4248,914788.9,0.99,2.5,1.00
4248,840777.7,0.99,2.5,1.00
4248,934395.2,0.99,2.5,1.00
4248,889302.6,0.99,2.5,1.00
4248,902361.6,0.99,2.5,1.00
4248,903285.0,0.99,2.5,1.00
4248,875566.9,0.99,2.5,1.00
4248,818833.2,0.99,2.5,1.00
4248,742192.5,0.99,2.5,1.00
4248,774996.6,0.99,2.5,1.00
4248,748236.1,0.99,2.5,1.00
4248,873159.9,0.99,2.5,1.00
4248,895230.1,0.99,2.5,1.00
4248,873875.2,0.99,2.5,1.00
4248,872392.2,0.99,2.5,1.00
4248,895699.9,0.99,2.5,1.00
4248,905906.1,0.99,2.5,1.00
4248,896314.6,0.99,2.5,1.00
4248,914488.2,0.99,2.5,1.00
4248,904082.5,0.99,2.5,1.00
4248,826350.2,0.99,2.5,1.00
4248,827429.3,0.99,2.5,1.00
4248,925477.4,0.99,2.5,1.00
4248,877764.4,0.99,2.5,1.00
4248,919983.0,0.99,2.5,1.00
4248,897194.1,0.99,2.5,1.00
4248,745399.5,0.99,2.5,1.00
4248,781932.5,0.99,2.5,1.00
4248,898453.7,0.99,2.5,1.00
4248,713068.1,0.99,2.5,1.00
4248,859758.6,0.99,2.5,1.00
4248,850662.2,0.99,2.5,1.00
4248,855123.4,0.99,2.5,1.00
4248,814441.1,0.99,2.5,1.00
4248,839900.5,0.99,2.5,1.00
4248,855597.8,0.99,2.5,1.00
4248,859793.2,0.99,2.5,1.00
4248,805335.4,0.99,2.5,1.00
4248,807800.3,0.99,2.5,1.00
4248,802196.1,0.99,2.5,1.00
4248,808662.8,0.99,2.5,1.00
4248,816378.6,0.99,2.5,1.00
4248,819729.9,0.99,2.5,1.00
4248,781574.4,0.99,2.5,1.00
4248,822336.7,0.99,2.5,1.00
4248,793773.9,0.99,2.5,1.00
4248,812177.6,0.99,2.5,1.00
4248,816055.9,0.99,2.5,1.00
4248,821386.9,0.99,2.5,1.00
4248,817630.1,0.99,2.5,1.00
4248,708423.0,0.99,2.5,1.00
4248,684609.1,0.99,2.5,1.00
4248,629605.2,0.99,2.5,1.00
4248,720964.2,0.99,2.5,1.00
4248,791031.7,0.99,2.5,1.00
4248,837893.8,0.99,2.5,1.00
4248,825268.7,0.99,2.5,1.00
4248,634109.1,0.99,2.5,1.00
4248,615221.9,0.99,2.5,1.00
4248,889976.6,0.99,2.5,1.00
4248,909407.4,0.99,2.5,1.00
4248,915063.6,0.99,2.5,1.00
4248,955159.7,0.99,2.5,1.00
4248,873875.2,0.99,2.5,1.00
4248,743006.8,0.99,2.5,1.00
4248,802653.8,0.99,2.5,1.00
4248,754886.1,0.99,2.5,1.00
4248,752410.1,0.99,2.5,1.00
4248,884381.0,0.99,2.5,1.00
4248,896879.8,0.99,2.5,1.00
4248,757221.7,0.99,2.5,1.00
4248,755144.4,0.99,2.5,1.00
4248,823257.0,0.99,2.5,1.00
4248,879827.9,0.99,2.5,1.00
4248,928094.4,0.99,2.5,1.00
4248,887065.5,0.99,2.5,1.00
4248,794414.2,0.99,2.5,1.00
4248,786463.1,0.99,2.5,1.00
4248,788813.6,0.99,2.5,1.00
4248,815348.9,0.99,2.5,1.00
4248,828034.1,0.99,2.5,1.00
4248,931559.5,0.99,2.5,1.00
4248,880978.4,0.99,2.5,1.00
4248,769240.0,0.99,2.5,1.00
4248,686698.9,0.99,2.5,1.00
4248,854803.6,0.99,2.5,1.00
4248,888963.0,0.99,2.5,1.00
4248,909614.2,0.99,2.5,1.00
4248,873320.8,0.99,2.5,1.00
4248,761035.0,0.99,2.5,1.00
4248,780849.7,0.99,2.5,1.00
4248,864304.2,0.99,2.5,1.00
4248,928976.8,0.99,2.5,1.00
4248,869016.2,0.99,2.5,1.00
4248,934033.9,0.99,2.5,1.00
4248,856250.3,0.99,2.5,1.00
4248,727070.3,0.99,2.5,1.00
4248,794922.4,0.99,2.5,1.00
4248,859106.6,0.99,2.5,1.00
4248,930469.2,0.99,2.5,1.00
4248,886610.8,0.99,2.5,1.00
4248,920942.8,0.99,2.5,1.00
4248,774696.5,0.99,2.5,1.00
4248,788857.4,0.99,2.5,1.00
4248,879320.2,0.99,2.5,1.00
4248,889512.8,0.99,2.5,1.00
4248,846392.9,0.99,2.5,1.00
4248,862946.6,0.99,2.5,1.00
4248,911207.1,0.99,2.5,1.00
4248,766641.5,0.99,2.5,1.00
4248,781731.9,0.99,2.5,1.00
4248,833360.5,0.99,2.5,1.00
4248,907357.4,0.99,2.5,1.00
4248,879132.9,0.99,2.5,1.00
4248,930286.6,0.99,2.5,1.00
4248,786139.4,0.99,2.5,1.00
4248,710258.8,0.99,2.5,1.00
4248,869594.8,0.99,2.5,1.00
4248,848058.4,0.99,2.5,1.00
4248,926555.9,0.99,2.5,1.00
4248,868792.1,0.99,2.5,1.00
4248,877963.1,0.99,2.5,1.00
4248,671281.7,0.99,2.5,1.00
4248,693729.3,0.99,2.5,1.00
4248,863418.1,0.99,2.5,1.00
4248,937557.2,0.99,2.5,1.00
4248,937838.9,0.99,2.5,1.00
4248,924408.0,0.99,2.5,1.00
4248,769221.5,0.99,2.5,1.00
4248,738927.6,0.99,2.5,1.00
4248,896082.4,0.99,2.5,1.00
4248,927166.8,0.99,2.5,1.00
4248,877776.5,0.99,2.5,1.00
4248,913059.6,0.99,2.5,1.00
4248,877945.1,0.99,2.5,1.00
4248,707026.1,0.99,2.5,1.00
4248,768095.2,0.99,2.5,1.00
4248,872606.3,0.99,2.5,1.00
4248,941308.0,0.99,2.5,1.00
4248,883965.7,0.99,2.5,1.00
4248,967644.4,0.99,2.5,1.00
4248,785136.4,0.99,2.5,1.00
4248,818676.0,0.99,2.5,1.00
4248,847991.0,0.99,2.5,1.00
4248,930374.6,0.99,2.5,1.00
4248,876118.2,0.99,2.5,1.00
4248,931505.2,0.99,2.5,1.00
4248,882819.5,0.99,2.5,1.00
4248,871827.7,0.99,2.5,1.00
4248,833121.8,0.99,2.5,1.00
4248,825162.2,0.99,2.5,1.00
4248,935419.5,0.99,2.5,1.00
4248,866392.8,0.99,2.5,1.00
4248,925102.8,0.99,2.5,1.00
4248,871513.1,0.99,2.5,1.00
4248,777751.4,0.99,2.5,1.00
4248,859666.2,0.99,2.5,1.00
4248,883648.4,0.99,2.5,1.00
4248,949843.8,0.99,2.5,1.00
4248,870387.1,0.99,2.5,1.00
4248,938244.4,0.99,2.5,1.00
4248,720469.2,0.99,2.5,1.00
4248,693075.8,0.99,2.5,1.00
4248,884405.4,0.99,2.5,1.00
4248,924434.7,0.99,2.5,1.00
4248,883532.4,0.99,2.5,1.00
4248,921082.0,0.99,2.5,1.00
4248,873493.6,0.99,2.5,1.00
4248,798368.4,0.99,2.5,1.00
4248,826718.5,0.99,2.5,1.00
4248,862010.9,0.99,2.5,1.00
4248,914540.5,0.99,2.5,1.00
4248,883178.9,0.99,2.5,1.00
4248,915626.5,0.99,2.5,1.00
4248,744307.2,0.99,2.5,1.00
4248,795065.6,0.99,2.5,1.00
4248,807107.6,0.99,2.5,1.00
4248,942777.8,0.99,2.5,1.00
4248,813199.2,0.99,2.5,1.00
4248,914658.1,0.99,2.5,1.00
4248,727173.6,0.99,2.5,1.00
4248,795624.1,0.99,2.5,1.00
4248,857765.1,0.99,2.5,1.00
4248,962080.5,0.99,2.5,1.00
4248,888617.4,0.99,2.5,1.00
4248,946199.7,0.99,2.5,1.00
4248,910746.8,0.99,2.5,1.00
4248,774968.6,0.99,2.5,1.00
4248,716472.8,0.99,2.5,1.00
4248,853760.2,0.99,2.5,1.00
4248,919844.2,0.99,2.5,1.00
4248,865057.8,0.99,2.5,1.00
4248,928397.4,0.99,2.5,1.00
4248,867784.8,0.99,2.5,1.00
4248,860672.0,0.99,2.5,1.00
4248,890509.1,0.99,2.5,1.00
4248,837937.6,0.99,2.5,1.00
4248,923094.7,0.99,2.5,1.00
4248,875884.4,0.99,2.5,1.00
4248,843420.3,0.99,2.5,1.00
4248,882253.6,0.99,2.5,1.00
4248,840418.9,0.99,2.5,1.00
4248,922522.5,0.99,2.5,1.00
4248,872683.6,0.99,2.5,1.00
4248,922137.1,0.99,2.5,1.00
4248,965673.3,0.99,2.5,1.00
4248,888549.5,0.99,2.5,1.00
4248,934688.6,0.99,2.5,1.00
4248,868420.7,0.99,2.5,1.00
4248,930719.6,0.99,2.5,1.00
4248,907074.5,0.99,2.5,1.00
4248,853105.9,0.99,2.5,1.00
4248,928074.2,0.99,2.5,1.00
4248,880542.1,0.99,2.5,1.00
4248,906579.8,0.99,2.5,1.00
4248,878794.9,0.99,2.5,1.00
4248,918550.4,0.99,2.5,1.00
4248,887508.3,0.99,2.5,1.00
4248,883057.0,0.99,2.5,1.00
4248,922622.2,0.99,2.5,1.00
4248,879706.9,0.99,2.5,1.00
4248,894023.3,0.99,2.5,1.00
4248,825141.1,0.99,2.5,1.00
4248,939263.4,0.99,2.5,1.00
4248,877343.3,0.99,2.5,1.00
4248,949245.1,0.99,2.5,1.00
4248,883038.8,0.99,2.5,1.00
4248,924027.6,0.99,2.5,1.00
4248,872886.0,0.99,2.5,1.00
4248,903208.5,0.99,2.5,1.00
4248,909058.6,0.99,2.5,1.00
4248,893567.7,0.99,2.5,1.00
4248,883526.4,0.99,2.5,1.00
4248,875477.1,0.99,2.5,1.00
4248,846538.4,0.99,2.5,1.00
4248,930279.9,0.99,2.5,1.00
4248,856433.6,0.99,2.5,1.00
4248,912246.2,0.99,2.5,1.00
4248,866756.5,0.99,2.5,1.00
4248,923607.6,0.99,2.5,1.00
4248,852884.1,0.99,2.5,1.00
4248,934013.4,0.99,2.5,1.00
4248,802885.4,0.99,2.5,1.00
4248,928687.0,0.99,2.5,1.00
4248,857581.2,0.99,2.5,1.00
4248,896999.2,0.99,2.5,1.00
4248,920512.3,0.99,2.5,1.00
4248,804171.7,0.99,2.5,1.00
4248,844332.8,0.99,2.5,1.00
4248,924047.6,0.99,2.5,1.00
4248,841236.4,0.99,2.5,1.00
4248,917194.5,0.99,2.5,1.00
4248,865139.6,0.99,2.5,1.00
4248,921115.1,0.99,2.5,1.00
4248,888383.0,0.99,2.5,1.00
4248,901897.5,0.99,2.5,1.00
4248,884515.4,0.99,2.5,1.00
4248,932455.3,0.99,2.5,1.00
4248,873541.2,0.99,2.5,1.00
4248,920128.6,0.99,2.5,1.00
4248,880657.2,0.99,2.5,1.00
4248,899305.9,0.99,2.5,1.00
4248,869565.2,0.99,2.5,1.00
4248,933250.7,0.99,2.5,1.00
4248,869890.2,0.99,2.5,1.00
4248,934136.1,0.99,2.5,1.00
4248,887582.2,0.99,2.5,1.00
4248,902698.9,0.99,2.5,1.00
4248,873523.4,0.99,2.5,1.00
4248,722629.0,0.99,2.5,1.00
4248,863429.7,0.99,2.5,1.00
4248,933734.1,0.99,2.5,1.00
4248,880681.4,0.99,2.5,1.00
4248,939173.8,0.99,2.5,1.00
4248,886174.9,0.99,2.5,1.00
4248,937632.8,0.99,2.5,1.00
4248,682102.8,0.99,2.5,1.00
4248,639840.0,0.99,2.5,1.00
4248,879574.0,0.99,2.5,1.00
4248,877704.2,0.99,2.5,1.00
4248,915063.6,0.99,2.5,1.00
4248,963732.1,0.99,2.5,1.00
4248,925417.2,0.99,2.5,1.00
4248,755920.4,0.99,2.5,1.00
4248,812894.6,0.99,2.5,1.00
4248,823198.8,0.99,2.5,1.00
4248,850543.6,0.99,2.5,1.00
4248,963768.3,0.99,2.5,1.00
4248,920512.3,0.99,2.5,1.00
4248,807530.2,0.99,2.5,1.00
4248,819483.2,0.99,2.5,1.00
4248,818691.8,0.99,2.5,1.00
4248,828194.8,0.99,2.5,1.00
4248,805832.2,0.99,2.5,1.00
4248,796079.3,0.99,2.5,1.00
4248,837751.1,0.99,2.5,1.00
4248,861546.8,0.99,2.5,1.00
4248,824609.4,0.99,2.5,1.00
4248,886813.5,0.99,2.5,1.00
4248,887631.4,0.99,2.5,1.00
4248,996419.1,0.99,2.5,1.00
4248,878758.8,0.99,2.5,1.00
4248,823829.2,0.99,2.5,1.00
4248,836049.4,0.99,2.5,1.00
4248,918820.8,0.99,2.5,1.00
4248,947257.1,0.99,2.5,1.00
4248,952522.7,0.99,2.5,1.00
4248,949773.3,0.99,2.5,1.00
4248,837707.3,0.99,2.5,1.00
4248,701881.4,0.99,2.5,1.00
4248,618291.8,0.99,2.5,1.00
4248,707541.9,0.99,2.5,1.00
4248,723425.4,0.99,2.5,1.00
4248,842471.1,0.99,2.5,1.00
4248,785251.9,0.99,2.5,1.00
4248,849894.1,0.99,2.5,1.00
4248,869193.2,0.99,2.5,1.00
4248,918477.9,0.99,2.5,1.00
4248,887514.5,0.99,2.5,1.00
4248,875291.5,0.99,2.5,1.00
4248,962992.5,0.99,2.5,1.00
4248,754054.5,0.99,2.5,1.00
4248,759445.6,0.99,2.5,1.00
4248,869647.9,0.99,2.5,1.00
4248,905643.2,0.99,2.5,1.00
4248,861674.3,0.99,2.5,1.00
4248,715575.5,0.99,2.5,1.00
4248,655019.6,0.99,2.5,1.00
4248,681405.6,0.99,2.5,1.00
4248,846689.6,0.99,2.5,1.00
4248,754957.4,0.99,2.5,1.00
4248,884864.0,0.99,2.5,1.00
4248,846376.1,0.99,2.5,1.00
4248,676593.6,0.99,2.5,1.00
4248,682892.4,0.99,2.5,1.00
4248,764284.1,0.99,2.5,1.00
4248,881093.7,0.99,2.5,1.00
4248,900698.1,0.99,2.5,1.00
4248,960802.2,0.99,2.5,1.00
4248,828908.2,0.99,2.5,1.00
4248,764206.4,0.99,2.5,1.00
4248,836749.0,0.99,2.5,1.00
4248,873982.6,0.99,2.5,1.00
4248,981738.1,0.99,2.5,1.00
4248,875572.9,0.99,2.5,1.00
4248,974621.8,0.99,2.5,1.00
4248,782865.1,0.99,2.5,1.00
4248,733663.1,0.99,2.5,1.00
4248,927327.9,0.99,2.5,1.00
4248,951298.0,0.99,2.5,1.00
4248,938203.2,0.99,2.5,1.00
4248,927556.4,0.99,2.5,1.00
4248,958062.3,0.99,2.5,1.00
4248,740496.5,0.99,2.5,1.00
4248,778930.0,0.99,2.5,1.00
4248,849341.4,0.99,2.5,1.00
4248,962073.2,0.99,2.5,1.00
4248,823357.6,0.99,2.5,1.00
4248,710203.6,0.99,2.5,1.00
4248,771577.0,0.99,2.5,1.00
4248,751738.4,0.99,2.5,1.00
4248,926596.2,0.99,2.5,1.00
4248,937385.6,0.99,2.5,1.00
4248,935645.1,0.99,2.5,1.00
4248,923480.9,0.99,2.5,1.00
4248,929557.0,0.99,2.5,1.00
4248,788114.2,0.99,2.5,1.00
4248,819493.8,0.99,2.5,1.00
4248,833756.7,0.99,2.5,1.00
4248,1022829.9,0.99,2.5,1.00
4248,868361.8,0.99,2.5,1.00
4248,1035757.9,0.99,2.5,1.00
4248,865350.2,0.99,2.5,1.00
4248,832460.8,0.99,2.5,1.00
4248,879815.8,0.99,2.5,1.00
4248,878101.7,0.99,2.5,1.00
4248,984630.6,0.99,2.5,1.00
4248,826211.6,0.99,2.5,1.00
4248,1060366.2,0.99,2.5,1.00
4248,803954.4,0.99,2.5,1.00
