tid,seq_ratio,avg_stride
11801,0.714,12.1
11815,0.970,6.7
11801,0.725,18.8
11815,0.972,6.0
11801,0.708,16.0
11815,0.975,3154.5
11815,0.981,7.3
11801,0.725,14.7
11815,0.979,6.9
11801,0.728,22.6
11815,0.981,8.6
11815,0.974,8.3
11801,0.722,21.7
11815,0.972,6.9
11801,0.720,18.4
11815,0.976,8.3
11801,0.727,16.2
11815,0.975,18879.9
11815,0.981,7.1
11801,0.717,15.7
11815,0.970,7.0
11801,0.707,18.4
11815,0.978,6.8
11815,0.969,8.2
11801,0.723,18.1
11815,0.978,7.0
11801,0.733,17.6
11815,0.970,10494.2
11801,0.730,19.8
11815,0.983,13637.0
11815,0.975,7.4
11801,0.728,19.5
11815,0.981,6.2
11801,0.714,16.3
11815,0.977,14161.0
11815,0.971,6.8
11801,0.725,13.4
11815,0.965,8.2
11801,0.729,17.6
11815,0.978,14162.0
11815,0.982,7.6
11801,0.738,18.1
11815,0.980,9.0
11801,0.730,15.1
11815,0.980,8.5
11815,0.987,6.4
11801,0.716,24.8
11815,0.972,19929.0
11801,0.725,15.0
11815,0.966,9.1
11815,0.979,7.5
11801,0.706,15.6
11815,0.971,36703.6
11801,0.725,23.0
11815,0.978,7.7
11815,0.979,6.9
11801,0.712,17.8
11815,0.977,16258.9
11801,0.728,19.4
11815,0.968,10.2
11815,0.971,6.4
11801,0.721,19.1
11815,0.980,7.7
11815,0.966,57150.8
11801,0.713,17.5
11815,0.978,7.0
11801,0.721,15.8
11815,0.982,6.7
11815,0.976,9.9
11801,0.723,19.0
11815,0.973,16258.3
11801,0.716,18.4
11815,0.980,9445.8
11801,0.722,16.4
11815,0.977,6.7
11815,0.979,6.0
11801,0.715,15.8
11815,0.976,26750.9
11801,0.736,16.6
11815,0.977,3679.5
11815,0.971,7.6
11801,0.719,17.4
11815,0.977,7.9
11801,0.742,22.2
11815,0.963,11.8
11801,0.714,17.2
11815,0.979,5.8
11801,0.737,20.1
11815,0.973,5.6
11801,0.694,19.5
11815,0.971,5.8
11815,0.968,18362.9
11801,0.711,17.6
11815,0.977,7.6
11815,0.962,44058.1
11815,0.968,3679.9
11801,0.706,25.7
11815,0.969,16258.2
11815,0.974,8920.5
11801,0.734,18.0
11815,0.972,16780.5
11801,0.708,15.9
11815,0.978,5.9
11815,0.978,16788.5
11801,0.703,19.9
11815,0.983,6.4
11801,0.721,19.0
11815,0.979,12593.6
11815,0.981,5.7
11801,0.713,27.8
11815,0.978,6.9
11801,0.713,24.3
11815,0.969,5.5
11815,0.974,6.1
11801,0.719,20.4
11815,0.978,8401.1
11815,0.980,6.8
11801,0.717,19.4
11815,0.965,26227.5
11815,0.967,9.7
11801,0.720,17.5
11815,0.976,9.5
11801,0.727,18.8
11815,0.972,5.5
11815,0.982,3679.0
11801,0.717,20.7
11815,0.969,5.7
11815,0.981,3678.5
11801,0.724,16.5
11815,0.976,5.8
11815,0.985,7.2
11801,0.722,17.7
11815,0.984,6.1
11801,0.720,21.8
11815,0.979,7.5
11815,0.981,1054.5
11801,0.722,16.2
11815,0.978,7.2
11815,0.975,6.8
11801,0.709,16.1
11815,0.981,5.8
11815,0.979,10493.4
11801,0.715,20.4
11815,0.979,5.8
11815,0.979,7.2
11801,0.725,12.4
11815,0.977,6.2
11801,0.727,12.9
11815,0.988,7.2
11815,0.975,6.6
11801,0.708,19.9
11815,0.978,6.7
11801,0.716,22.0
11815,0.975,7.0
11815,0.980,5.7
11801,0.723,14.9
11815,0.983,20978.9
11815,0.986,7.2
11801,0.718,19.4
11815,0.959,11544.7
11815,0.975,4.8
11801,0.722,16.7
11815,0.978,1055.5
11815,0.985,6.1
11801,0.717,14.1
11815,0.978,7.8
11815,0.987,5.5
11801,0.709,22.7
11815,0.972,1580.9
11815,0.981,5.7
11801,0.708,21.7
11815,0.977,39325.7
11815,0.984,9.3
11801,0.711,16.6
11815,0.980,7.4
11815,0.985,4727.0
11801,0.717,18.7
11815,0.978,5.0
11815,0.979,29892.4
11801,0.723,14.6
11815,0.980,5.0
11801,0.711,22.2
11815,0.962,5.5
11815,0.978,8.8
11801,0.702,15.8
11815,0.980,6.8
11815,0.980,9970.7
11801,0.731,21.1
11815,0.982,7.9
11815,0.975,6.1
11801,0.723,15.4
11815,0.981,6.1
11801,0.709,14.1
11815,0.975,5.3
11801,0.723,15.4
11815,0.969,5.2
11815,0.979,25171.6
11801,0.702,21.8
11815,0.970,6.5
11801,0.727,24.2
11815,0.987,7.3
11815,0.958,39855.8
11801,0.721,17.2
11815,0.982,6.0
11815,0.985,45622.5
11801,0.730,17.4
11815,0.973,5.3
11815,0.983,7.7
11801,0.728,19.5
11815,0.967,5.9
11815,0.988,8395.8
11801,0.712,21.1
11815,0.973,7.0
11801,0.729,21.4
11815,0.977,5776.5
11815,0.987,5.1
11801,0.712,22.1
11815,0.974,8.2
11801,0.719,23.6
11815,0.984,6.0
11815,0.982,6.7
11801,0.707,21.7
11815,0.982,5.4
11801,0.710,30.4
11815,0.975,5.6
11801,0.724,18.5
11815,0.970,10.3
11815,0.985,8.4
11815,0.989,8.3
11801,0.718,19.7
11815,0.946,127935.5
11801,0.705,22.3
11815,0.990,4.5
11801,0.722,15.4
11815,0.985,5.4
11815,0.985,7.1
11801,0.722,17.2
11815,0.972,5.3
11801,0.712,15.6
11815,0.976,9445.9
11801,0.733,19.6
11815,0.981,5.9
11815,0.993,7.8
11815,0.992,7.7
11815,0.976,5253.3
11801,0.731,17.6
11815,0.983,6.5
11801,0.735,18.8
11815,0.979,4.6
11815,0.987,5.6
11801,0.728,17.1
11815,0.983,6.1
11801,0.705,19.7
11815,0.990,5.3
11815,0.981,4.8
11801,0.703,21.1
11815,0.983,6.7
11801,0.714,15.7
11815,0.990,4.7
11815,0.991,6.6
11815,0.987,10497.6
11801,0.710,23.1
11815,0.989,6.7
11801,0.714,20.0
11815,0.993,5.1
11801,0.704,16.0
11815,0.989,4.9
11815,0.992,6.7
11801,0.715,22.9
11815,0.982,4.7
11815,0.993,8.9
11815,0.996,8.9
11801,0.698,16.4
11815,0.958,7349.6
11815,0.976,6.1
11815,0.994,8.4
11815,0.996,8.5
11801,0.729,17.7
11815,0.966,26227.8
11815,0.983,4.7
11801,0.707,18.7
11815,0.986,6.2
11801,0.710,20.2
11815,0.983,7.3
11801,0.705,21.4
11815,0.986,7.2
11815,0.988,7.2
11801,0.708,22.1
11815,0.989,7.3
11801,0.709,21.4
11815,0.985,6.3
11815,0.988,5.1
11801,0.715,14.7
11815,0.991,4.7
11801,0.703,15.0
11815,0.986,6.9
11815,0.992,7.3
11815,0.996,8.6
11815,0.968,93346.0
11801,0.706,21.3
11815,0.985,4.7
11801,0.706,15.3
11815,0.984,8.5
11815,0.995,7.8
11815,0.995,7.5
11801,0.720,22.2
11815,0.964,17309.7
11815,0.984,4.7
11801,0.719,26.0
11815,0.985,4.6
11801,0.715,23.3
11815,0.980,6.7
11801,0.713,16.9
11815,0.989,4.7
11815,0.983,20982.8
11801,0.722,16.9
11815,0.990,7.1
11815,0.990,6.5
11801,0.710,20.3
11815,0.986,8.7
11801,0.705,18.5
11815,0.989,4.6
11801,0.719,20.1
11815,0.975,5.0
11815,0.991,7.7
11815,0.996,8.9
11815,0.966,3676.7
11801,0.725,16.8
11815,0.990,6.4
11801,0.697,20.0
11815,0.988,4.6
11815,0.988,6.7
11801,0.706,20.1
11815,0.990,6.6
11801,0.765,19.3
11815,0.980,7.0
11815,0.994,10.0
11815,0.996,8.3
11815,0.969,25169.2
11815,0.995,8.1
11801,0.758,14.2
11815,0.988,7.0
11801,0.721,23.3
11815,0.974,7.0
11815,0.985,6.6
11801,0.713,16.7
11815,0.991,4.4
11801,0.713,17.6
11815,0.983,7.6
11801,0.715,20.0
11815,0.985,6.0
11815,0.986,7.2
11801,0.709,21.8
11815,0.982,7.3
11815,0.992,9.0
11815,0.995,7.8
11801,0.716,15.0
11815,0.970,1582.5
11815,0.972,9.1
11801,0.713,20.6
11815,0.988,5.1
11801,0.705,24.0
11815,0.984,4.5
11801,0.709,22.0
11815,0.980,6.1
11815,0.984,4.9
11801,0.713,18.0
11815,0.985,5.3
11801,0.722,12.7
11815,0.974,7.4
11815,0.995,8.1
11815,0.995,8.2
11815,0.976,3152.3
11801,0.717,22.4
11815,0.965,5251.3
11801,0.724,24.0
11815,0.977,5.2
11815,0.983,8.7
11801,0.706,17.9
11815,0.973,6.2
11801,0.742,22.6
11815,0.984,4.9
11801,0.726,17.4
11815,0.986,5.3
11815,0.985,6.4
11801,0.732,22.7
11815,0.983,7.5
11815,0.989,24128.0
11801,0.721,18.5
11815,0.975,5.4
11815,0.976,2630.0
11801,0.712,20.7
11815,0.981,6.4
11801,0.734,28.6
11815,0.981,5.5
11801,0.740,20.9
11815,0.982,4197.5
11801,0.725,20.0
11815,0.986,5.2
11801,0.724,20.5
11815,0.983,8.8
11801,0.726,24.8
11815,0.989,5.1
11801,0.719,21.8
11815,0.976,4.9
11801,0.729,24.3
11815,0.981,11545.4
11801,0.710,22.9
11815,0.966,6.3
11815,0.964,5.6
11801,0.714,20.0
11815,0.971,5.1
11801,0.720,14.9
11815,0.965,6.8
11801,0.733,21.5
11815,0.969,2104.0
11815,0.977,9.6
11801,0.782,15.3
11815,0.961,29892.7
11815,0.987,5.1
11801,0.704,16.2
11815,0.988,2103.6
11815,0.990,6.4
11801,0.706,18.8
11815,0.985,5.2
11801,0.776,12.9
11815,0.980,1579.1
11815,0.977,7.5
11815,0.984,7.5
11801,0.763,13.1
11815,0.923,34096.7
11801,0.735,18.7
11815,0.987,4.7
11815,0.980,4.5
11801,0.727,15.6
11815,0.981,19927.8
11801,0.714,12.1
11815,0.982,7.8
11815,0.982,6.5
11815,0.996,8.7
11815,0.988,10.6
11801,0.717,15.5
11815,0.993,4.5
11815,0.990,7.4
11801,0.709,17.2
11815,0.989,4.5
11801,0.701,21.5
11815,0.992,4.9
11815,0.989,5.1
11801,0.712,17.4
11815,0.990,8.4
11815,0.995,8.0
11815,0.981,15735.4
11815,0.974,5.2
11801,0.700,20.9
11815,0.969,6.6
11801,0.736,13.8
11815,0.979,6.1
11801,0.702,22.9
11815,0.976,5.2
11815,0.974,5.9
11815,0.996,8.3
11815,0.995,7.8
11801,0.718,16.5
11815,0.979,44047.0
11801,0.713,17.9
11815,0.972,6.5
11801,0.720,18.2
11815,0.983,4.6
11815,0.969,7.4
11801,0.738,16.6
11815,0.971,5.2
11801,0.801,14.4
11815,0.973,6.7
11815,0.982,8.1
11815,0.915,93349.6
11801,0.744,21.0
11815,0.981,4.5
11801,0.707,21.8
11815,0.971,11542.2
11815,0.974,9447.6
11801,0.709,18.0
11815,0.975,7.2
11815,0.985,7.9
11815,0.981,8.1
11801,0.749,21.4
11815,0.935,26764.0
11815,0.959,2104.4
11801,0.725,22.4
11815,0.976,6.0
11801,0.730,14.2
11815,0.967,2104.2
11801,0.718,19.9
11815,0.970,2105.9
11801,0.824,12.5
11815,0.980,9.2
11815,0.996,8.4
11801,0.749,17.4
11815,0.962,39851.8
11815,0.977,7.1
11815,0.985,7.2
11815,0.968,8400.2
11801,0.722,15.3
11815,0.943,52969.2
11815,0.987,4.7
11801,0.724,21.5
11815,0.984,5.3
11801,0.705,20.1
11815,0.980,24644.4
11815,0.977,3678.3
11801,0.723,18.5
11815,0.957,89662.4
11801,0.737,23.5
11815,0.985,4.4
11815,0.984,10494.2
11801,0.702,21.6
11815,0.977,26218.0
11801,0.725,18.9
11815,0.978,24647.0
11815,0.980,5777.1
11801,0.706,14.9
11815,0.994,7.8
11815,0.996,8.4
11815,0.985,13112.4
11801,0.717,24.7
11815,0.975,5.2
11801,0.709,20.1
11815,0.969,5.2
11815,0.970,6.0
11801,0.709,17.1
11815,0.972,4.6
11801,0.721,20.3
11815,0.978,13636.7
11815,0.993,10.0
11815,0.996,8.4
11801,0.703,20.4
11815,0.973,6.3
11815,0.982,5.9
11815,0.984,7.9
11815,0.987,8.1
11801,0.701,23.4
11815,0.925,73931.7
11815,0.993,4.6
11801,0.716,20.0
11815,0.993,4.9
11801,0.709,26.9
11815,0.989,4.8
11801,0.708,28.8
11815,0.988,6.6
11815,0.976,7.5
11801,0.713,22.0
11815,0.966,8396.2
11815,0.976,4722.0
11801,0.712,21.6
11815,0.960,5.2
11801,0.728,21.2
11815,0.966,5.3
11801,0.717,20.7
11815,0.968,5.8
11815,0.981,6.5
11815,0.996,8.6
11801,0.800,16.3
11815,0.983,532.0
11815,0.977,6.3
11801,0.713,21.1
11815,0.973,5.6
11801,0.738,17.8
11815,0.980,4.8
11815,0.972,5.3
11801,0.762,19.6
11801,0.787,15.2
11815,0.973,4.9
11815,0.983,8.2
11815,0.923,8410.0
11815,0.993,4.6
11801,0.751,14.7
11815,0.982,4.8
11801,0.712,21.4
11815,0.982,7.1
11801,0.795,20.3
11815,0.978,1054.9
11815,0.976,5.1
11801,0.708,23.3
11815,0.976,1057.6
11815,0.983,8.2
11815,0.935,39846.2
11801,0.730,18.8
11815,0.962,5.4
11815,0.958,5.0
11801,0.730,19.5
11815,0.963,5.2
11801,0.717,18.7
11815,0.959,3154.5
11801,0.721,17.9
11815,0.975,6.2
11815,0.995,8.1
11801,0.870,12.8
11815,0.986,13.5
11815,0.989,4.5
11801,0.733,15.7
11815,0.987,8.5
11801,0.727,17.5
11815,0.989,4.4
11801,0.757,14.9
11815,0.989,4.5
11801,0.786,12.9
11815,0.983,4.8
11815,0.982,8.3
11815,0.938,44034.3
11801,0.719,28.5
11815,0.962,11014.6
11801,0.736,18.5
11815,0.960,1579.5
11815,0.965,6.4
11801,0.716,31.1
11815,0.964,4.5
11801,0.715,28.6
11815,0.965,3154.5
11815,0.977,1581.6
11815,0.994,8.8
11815,0.984,10494.1
11801,0.716,26.3
11815,0.991,6.5
11801,0.729,22.6
11815,0.987,4.8
11801,0.725,21.5
11815,0.989,4.7
11801,0.803,14.9
11815,0.990,4.3
11801,0.762,14.4
11815,0.979,3154.5
11815,0.983,7.8
11815,0.952,86003.0
11815,0.943,56639.7
11801,0.736,17.9
11815,0.956,1056.8
11801,0.719,29.7
11815,0.959,4.3
11801,0.717,23.1
11815,0.966,1056.1
11815,0.968,5.6
11801,0.779,16.8
11815,0.990,7.3
11815,0.995,8.3
11815,0.975,17834.2
11801,0.743,17.3
11815,0.973,5.2
11801,0.733,21.9
11815,0.974,5.1
11815,0.970,6.7
11801,0.730,15.7
11815,0.971,5.6
11801,0.732,22.7
11815,0.974,7.2
11815,0.984,7.8
11815,0.985,7.8
11801,0.779,18.4
11815,0.926,19403.3
11801,0.720,16.0
11815,0.958,7.2
11815,0.965,2107.1
11801,0.727,14.5
11815,0.970,5.5
11801,0.751,19.5
11815,0.967,1056.0
11801,0.776,18.2
11815,0.968,1058.1
11815,0.983,8.0
11815,0.921,67655.1
11815,0.982,4.4
11801,0.728,25.7
11815,0.983,4.9
11801,0.719,23.8
11815,0.987,4.6
11801,0.760,20.3
11815,0.977,3154.1
11815,0.984,6.6
11815,0.983,8.2
11815,0.917,43542.1
11801,0.733,15.0
11815,0.968,5776.7
11815,0.994,7.5
11815,0.995,8.2
11801,0.716,19.2
11815,0.977,531.0
11815,0.979,6.1
11801,0.731,17.3
11815,0.975,5.8
11801,0.729,27.7
11815,0.967,529.9
11801,0.721,21.8
11815,0.965,9.2
11801,0.748,25.1
11815,0.975,5.2
11815,0.973,20453.7
11801,0.722,26.9
11815,0.982,11.6
11801,0.719,19.9
11815,0.973,1059.5
11815,0.975,530.6
11801,0.735,20.8
11815,0.980,4.4
11801,0.729,17.5
11815,0.983,5.1
11815,0.978,9.4
11815,0.940,61871.2
11801,0.742,19.2
11815,0.962,6.8
11801,0.730,14.3
11815,0.972,2629.1
11815,0.995,7.9
11815,0.996,8.4
11815,0.976,5.8
11801,0.717,18.7
11815,0.970,6.8
11801,0.724,23.6
11815,0.970,7.0
11801,0.736,27.5
11815,0.973,6.8
11815,0.975,5.2
11801,0.731,23.8
11815,0.981,7.8
11815,0.973,71828.1
11801,0.737,17.8
11815,0.987,7.0
11801,0.743,23.8
11815,0.986,530.4
11815,0.976,5.0
11801,0.716,22.3
11815,0.985,4.9
11815,0.980,7.8
11815,0.983,8.5
11801,0.747,26.1
11815,0.933,52428.2
11801,0.721,15.5
11815,0.963,1057.6
11815,0.992,6.7
11815,0.995,7.7
11815,0.986,3155.0
11801,0.724,19.2
11815,0.975,4.7
11815,0.965,7.9
11801,0.735,13.4
11815,0.955,41939.8
11815,0.993,6.5
11801,0.737,23.5
11815,0.966,7.4
11801,0.725,18.4
11815,0.969,14160.6
11815,0.982,4.4
11801,0.731,22.1
11801,0.723,23.8
11815,0.982,2106.2
11801,0.715,14.1
11815,0.978,4.6
11815,0.983,6.1
11801,0.720,26.3
11801,0.728,21.7
11801,0.733,21.0
11801,0.712,20.0
11801,0.724,18.8
11801,0.729,19.4
11801,0.743,23.1
11801,0.740,17.0
11801,0.783,14.1
11801,0.767,14.1
11801,0.763,18.7
11801,0.756,18.4
11801,0.767,14.9
11801,0.750,18.1
11801,0.728,18.0
11801,0.747,23.1
11815,0.967,6.8
11815,0.985,6.5
11801,0.732,23.2
11801,0.741,24.5
11801,0.745,18.7
11801,0.745,21.4
11801,0.733,18.8
11801,0.746,23.5
11801,0.799,15.5
11801,0.733,22.1
11801,0.741,25.8
11801,0.725,31.1
11801,0.808,17.6
11801,0.803,19.4
11801,0.730,17.1
11801,0.741,15.0
11801,0.733,19.4
11801,0.721,21.3
11801,0.743,21.3
11801,0.737,18.3
11801,0.721,14.0
11801,0.739,15.3
11801,0.743,13.8
11801,0.729,21.0
11815,0.965,50331.0
11801,0.722,17.4
11801,0.738,17.6
11801,0.742,17.2
11801,0.731,23.2
11801,0.723,22.8
11801,0.724,17.3
11801,0.727,21.8
11801,0.727,23.5
11801,0.741,15.7
11801,0.731,24.3
11801,0.723,17.3
11801,0.735,22.2
11801,0.727,16.1
11801,0.749,21.0
11801,0.732,24.3
11815,0.966,5252.4
11801,0.785,17.7
11815,0.967,6.5
11801,0.834,18.0
11801,0.729,17.9
11801,0.728,18.5
11801,0.743,27.2
11801,0.735,15.7
11801,0.729,15.1
11801,0.716,21.0
11801,0.772,17.1
11815,0.963,4.6
11815,0.963,8.5
11801,0.737,21.6
11801,0.729,22.3
11801,0.742,13.4
11801,0.726,16.7
11801,0.722,18.9
11801,0.737,25.1
11801,0.781,31.0
11801,0.732,23.5
11801,0.731,18.6
11801,0.759,25.2
11801,0.744,24.1
11801,0.734,19.6
11801,0.796,24.2
11801,0.735,17.6
11801,0.728,17.4
11801,0.729,21.4
11801,0.736,25.4
11801,0.730,23.9
11801,0.734,21.0
11801,0.737,22.3
11801,0.731,18.2
11801,0.737,22.4
11801,0.742,26.8
11801,0.725,21.4
11801,0.730,21.7
11801,0.723,23.5
11801,0.746,19.8
11801,0.726,21.7
11801,0.708,22.9
11801,0.734,24.0
11801,0.730,22.3
11801,0.732,26.7
11801,0.741,22.5
11801,0.743,21.1
11801,0.728,18.2
11801,0.729,17.3
11801,0.740,22.4
11801,0.743,20.1
11801,0.736,17.3
11801,0.730,21.0
11801,0.727,20.7
11801,0.744,19.4
11801,0.730,15.1
11801,0.733,22.8
11801,0.739,19.9
11801,0.725,24.0
11801,0.725,19.6
11801,0.726,15.6
11801,0.726,22.0
11801,0.739,25.8
11801,0.734,20.6
11801,0.738,23.2
11801,0.727,25.3
11815,0.964,4.7
11801,0.729,16.2
11815,0.967,5.3
11801,0.733,25.4
11815,0.968,5.1
11801,0.723,29.2
11801,0.731,21.4
11801,0.723,23.3
11801,0.740,21.3
11815,0.958,6.0
11815,0.983,7.7
11801,0.754,19.2
11801,0.734,17.3
11801,0.737,18.1
11801,0.737,22.2
11801,0.740,14.9
11801,0.743,21.7
11801,0.740,23.9
11801,0.723,21.2
11801,0.759,18.7
11801,0.715,20.9
11801,0.738,19.2
11801,0.737,22.3
11801,0.739,18.4
11801,0.724,19.6
11801,0.716,27.2
11801,0.733,14.6
11801,0.740,20.6
11801,0.727,20.8
11801,0.741,23.3
11801,0.713,29.4
11801,0.737,20.7
11801,0.735,18.4
11801,0.735,23.3
11801,0.730,17.4
11801,0.738,21.0
11801,0.736,16.1
11801,0.736,18.4
11801,0.744,19.4
11801,0.746,14.9
11801,0.756,19.2
11815,0.938,61358.2
11801,0.733,22.3
11815,0.974,5.2
11801,0.739,13.5
11815,0.964,1577.3
11801,0.730,20.1
11815,0.968,6.8
11801,0.717,18.2
11815,0.962,7.1
11801,0.740,19.9
11815,0.953,5.6
11815,0.968,5.9
11801,0.725,23.1
11801,0.730,19.3
11801,0.711,26.2
11801,0.733,17.0
11801,0.726,28.2
11801,0.708,25.0
11801,0.779,26.3
11801,0.815,12.4
